"record","time","date","Machine","SampleID","Remove","A","Ci","VPDleaf","Tair","Tleaf","CO2r","CO2s","H2Or","H2Os","RHs","flow","Qin","Patm","gsw"
"2","13:49:33","20220404","Derek","BNL21686","YES",3.55,319,1.39,24.22,26.13,399.89,395.08,18.609,19.988,66.19,500.4,2000,100.5,85.4
"3","13:51:34","20220404","Derek","BNL21686","YES",3.45,321,1.36,24.03,25.96,399.92,395.23,18.619,19.972,66.93,500.4,2000,100.5,85.7
"4","13:53:45","20220404","Derek","BNL21686","NO",3.63,318,1.34,23.98,25.88,399.8,394.91,18.615,19.957,67.06,500.4,2000,100.5,86
"5","13:55:47","20220404","Derek","BNL21686","NO",3.29,323,1.34,24.54,25.85,399.87,395.4,18.621,19.931,64.76,500.4,1701,100.5,84
"6","13:57:48","20220404","Derek","BNL21686","NO",3.24,321,1.36,24.88,25.93,400.04,395.65,18.625,19.887,63.33,500.4,1500,100.5,79.5
"7","14:00:06","20220404","Derek","BNL21686","NO",3.27,318,1.36,24.92,25.94,399.98,395.56,18.641,19.869,63.11,500.4,1400,100.5,77.2
"8","14:02:07","20220404","Derek","BNL21686","NO",3.13,320,1.37,25.24,25.93,399.97,395.73,18.647,19.854,61.85,500.4,1201,100.5,75.8
"9","14:05:23","20220404","Derek","BNL21686","NO",3.02,319,1.38,25.5,25.98,399.8,395.71,18.666,19.82,60.81,500.4,1001,100.5,71.7
"10","14:07:32","20220404","Derek","BNL21686","NO",3.14,314,1.38,25.71,25.96,400.08,395.86,18.693,19.817,60.06,500.4,799,100.5,69.9
"11","14:09:33","20220404","Derek","BNL21686","NO",2.75,321,1.37,25.92,25.93,400.11,396.37,18.723,19.794,59.25,500.4,600,100.5,66.8
"12","14:11:34","20220404","Derek","BNL21686","NO",2.82,316,1.37,26.24,25.91,400.09,396.3,18.743,19.769,58.08,500.4,400,100.5,63.9
"13","14:13:35","20220404","Derek","BNL21686","NO",2.36,326,1.38,26.36,25.95,399.97,396.74,18.755,19.747,57.59,500.4,300,100.5,61.3
"14","14:15:36","20220404","Derek","BNL21686","NO",2.1,331,1.38,26.39,25.91,399.94,397.04,18.742,19.69,57.31,500.4,199,100.5,58.6
"15","14:17:37","20220404","Derek","BNL21686","NO",1.26,352,1.38,26.49,25.89,399.96,398.08,18.723,19.619,56.78,500.4,120,100.5,55.2
"16","14:19:38","20220404","Derek","BNL21686","NO",1.07,356,1.39,26.5,25.89,399.97,398.35,18.715,19.552,56.53,500.4,80,100.5,51.3
"17","14:21:39","20220404","Derek","BNL21686","NO",0.615,369,1.39,26.51,25.89,400.05,399,18.712,19.48,56.3,500.4,50,100.5,46.7
"18","14:23:40","20220404","Derek","BNL21686","NO",0.327,378,1.4,26.51,25.88,399.97,399.3,18.716,19.415,56.12,500.4,31,100.5,42.3
"19","14:25:41","20220404","Derek","BNL21686","NO",-0.000458,390,1.4,26.51,25.87,399.43,399.18,18.728,19.36,55.95,500.4,21,100.5,38
"20","14:27:42","20220404","Derek","BNL21686","NO",-0.184,400,1.41,26.51,25.87,400.13,400.12,18.737,19.301,55.79,500.4,10,100.5,33.8
"21","14:30:00","20220404","Derek","BNL21686","NO",-0.574,422,1.43,26.63,25.94,400.13,400.62,18.74,19.247,55.23,500.4,1,100.5,29.9
"22","14:32:47","20220404","Derek","BNL21686","YES",2.5,258,1.48,23.67,26.24,400.03,396.81,18.773,19.314,66.12,500.4,1999,100.5,30.8
"1","08:15:58","20220405","Andy","BNL21694","YES",3.63,336,1.27,22.94,25.96,404.63,399.62,19.293,20.868,74.73,500.1,2000,100.6,108
"2","08:19:57","20220405","Andy","BNL21694","YES",3.62,333,1.4,22.8,26.1,405.14,400.13,18.15,19.792,71.49,500.2,1999,100.6,101
"3","08:21:58","20220405","Andy","BNL21694","YES",3.59,332,1.37,22.68,25.93,405.11,400.16,18.181,19.759,71.92,500.1,1999,100.7,99.5
"4","08:23:59","20220405","Andy","BNL21694","NO",3.48,333,1.36,22.74,25.87,404.81,400.01,18.202,19.742,71.57,500.1,1999,100.7,97.9
"5","08:26:00","20220405","Andy","BNL21694","NO",3.28,334,1.36,23.52,25.84,404.23,399.69,18.2,19.682,68.12,500.1,1700,100.7,94.1
"6","08:28:01","20220405","Andy","BNL21694","NO",3.1,334,1.39,24.08,25.94,404.36,400.07,18.202,19.622,65.65,500.1,1501,100.7,88.3
"7","08:30:02","20220405","Andy","BNL21694","NO",3.08,332,1.4,24.17,25.98,404.28,400.02,18.195,19.568,65.11,500.1,1400,100.7,84.4
"8","08:32:03","20220405","Andy","BNL21694","NO",2.9,332,1.4,24.43,25.93,404.03,400.02,18.193,19.494,63.87,500.1,1200,100.7,79.9
"9","08:34:04","20220405","Andy","BNL21694","NO",2.77,331,1.41,24.86,25.94,403.76,399.93,18.188,19.422,62.02,500.1,999,100.7,75.3
"10","08:36:05","20220405","Andy","BNL21694","NO",2.62,331,1.41,25.19,25.92,403.56,399.94,18.183,19.348,60.56,500.1,800,100.7,70.7
"11","08:38:06","20220405","Andy","BNL21694","NO",2.47,330,1.42,25.56,25.94,403.43,400.03,18.177,19.271,59.03,500.1,600,100.7,65.8
"12","08:40:07","20220405","Andy","BNL21694","NO",2.17,333,1.43,26,25.96,403.07,400.05,18.174,19.196,57.29,500.1,401,100.7,60.8
"13","08:42:08","20220405","Andy","BNL21694","NO",1.91,336,1.45,26.2,26.01,402.56,399.88,18.178,19.134,56.43,500.1,299,100.7,56.1
"14","08:44:09","20220405","Andy","BNL21694","NO",1.54,342,1.45,26.23,25.97,402.2,400,18.189,19.06,56.11,500.1,199,100.7,51.1
"15","08:46:10","20220405","Andy","BNL21694","NO",0.976,357,1.46,26.38,25.96,401.45,399.95,18.197,18.987,55.38,500.1,119,100.7,46
"16","08:48:11","20220405","Andy","BNL21694","NO",0.52,370,1.46,26.4,25.97,401.07,400.16,18.205,18.906,55.11,500.1,80,100.7,40.5
"17","08:50:12","20220405","Andy","BNL21694","NO",0.107,386,1.47,26.4,25.98,400.38,400,18.22,18.823,54.85,500.1,51,100.7,34.5
"18","08:52:13","20220405","Andy","BNL21694","NO",-0.255,405,1.48,26.41,25.97,399.89,399.99,18.234,18.741,54.6,500.1,31,100.7,28.9
"19","08:54:14","20220405","Andy","BNL21694","NO",-0.5,423,1.49,26.41,25.97,399.54,399.96,18.238,18.665,54.37,500.1,21,100.7,24.1
"20","08:56:15","20220405","Andy","BNL21694","NO",-0.735,448,1.49,26.41,25.96,399.39,400.13,18.241,18.602,54.2,500.1,11,100.7,20.3
"21","08:58:16","20220405","Andy","BNL21694","NO",-0.936,475,1.49,26.41,25.92,398.97,399.97,18.247,18.558,54.04,500.1,0,100.7,17.5
"22","09:01:12","20220405","Andy","BNL21694","YES",1.24,149,1.56,21.68,26.25,401.67,400.13,18.354,18.506,71.6,500.1,2000,100.7,8.13
"1","11:27:32","20220405","Andy","BNL21697","YES",3.52,335,1.23,23.16,26.07,405.45,400.65,19.996,21.416,75.68,500.1,1999,100.6,99.6
"2","11:31:05","20220405","Andy","BNL21697","YES",3.59,328,1.26,22.88,26.2,404.58,399.72,20.095,21.448,77.09,500.1,2000,100.6,93
"3","11:33:06","20220405","Andy","BNL21697","YES",3.32,334,1.2,22.7,25.93,404.64,400.13,20.141,21.444,77.93,500.1,2000,100.6,93.5
"4","11:35:07","20220405","Andy","BNL21697","NO",3.21,335,1.19,22.76,25.86,404.47,400.11,20.191,21.452,77.66,500.1,2000,100.6,91.7
"5","11:37:08","20220405","Andy","BNL21697","NO",3.05,336,1.18,23.53,25.82,404.07,399.91,20.223,21.436,74.07,500.1,1700,100.6,88.5
"6","11:39:09","20220405","Andy","BNL21697","NO",2.75,337,1.22,24.12,26,403.84,400.07,20.259,21.404,71.39,500.1,1500,100.6,80.6
"7","11:41:10","20220405","Andy","BNL21697","NO",2.73,332,1.24,24.19,26.06,403.79,400.08,20.313,21.382,71,500.1,1400,100.6,74.2
"8","11:43:11","20220405","Andy","BNL21697","NO",2.63,330,1.23,24.41,25.99,403.57,400.01,20.352,21.337,69.93,500.1,1200,100.6,68.8
"9","11:45:12","20220405","Andy","BNL21697","NO",2.47,329,1.22,24.72,25.93,403.4,400.07,20.379,21.285,68.47,500.1,1001,100.6,63.4
"10","11:47:13","20220405","Andy","BNL21697","NO",2.33,327,1.22,25.03,25.91,403.11,399.98,20.401,21.228,67.02,500.1,801,100.6,57.7
"11","11:49:14","20220405","Andy","BNL21697","NO",2.16,326,1.23,25.5,25.94,403.04,400.13,20.409,21.175,65.02,500.1,599,100.6,52.9
"12","11:51:15","20220405","Andy","BNL21697","NO",1.94,326,1.24,25.81,25.93,402.61,399.99,20.412,21.107,63.62,500.1,399,100.6,47.7
"13","11:53:16","20220405","Andy","BNL21697","NO",1.77,325,1.25,26.02,25.98,402.39,400,20.413,21.044,62.65,500.1,299,100.6,42.7
"14","11:55:17","20220405","Andy","BNL21697","NO",1.49,328,1.25,26.04,25.91,401.97,399.95,20.408,20.961,62.31,500.1,200,100.6,37.4
"15","11:57:18","20220405","Andy","BNL21697","NO",1.1,338,1.25,26.19,25.88,401.44,399.92,20.391,20.877,61.53,500.1,119,100.6,32.8
"16","11:59:19","20220405","Andy","BNL21697","NO",0.661,353,1.26,26.21,25.89,400.88,399.92,20.369,20.781,61.19,500.1,81,100.6,27.5
"17","12:01:20","20220405","Andy","BNL21697","NO",0.192,378,1.27,26.21,25.88,400.36,399.99,20.357,20.699,60.92,500.1,49,100.6,22.6
"18","12:03:21","20220405","Andy","BNL21697","NO",-0.161,406,1.28,26.21,25.9,400,400.08,20.344,20.614,60.68,500.1,31,100.6,17.7
"19","12:05:22","20220405","Andy","BNL21697","NO",-0.348,432,1.28,26.21,25.88,399.91,400.24,20.332,20.544,60.47,500.1,21,100.6,13.8
"20","12:07:23","20220405","Andy","BNL21697","NO",-0.642,485,1.29,26.21,25.87,399.53,400.23,20.32,20.489,60.31,500.1,11,100.6,11
"21","12:09:24","20220405","Andy","BNL21697","NO",-0.995,549,1.3,26.5,25.94,398.93,400.06,20.312,20.469,59.21,500.1,0,100.6,10.1
"22","12:12:11","20220405","Andy","BNL21697","YES",0.524,502,1.38,21.85,26.24,400.44,399.86,20.429,20.305,77.63,500.1,2000,100.6,-7.44
"1","08:17:48","20220405","Bernie","BNL21692","YES",3.04,296,1.67,21.52,26.04,404.02,399.96,16.008,17.03,66.56,499.9,2000,100.7,52.1
"2","08:23:03","20220405","Bernie","BNL21692","YES",2.83,296,1.75,21.73,26.43,404.15,400.34,16.023,17.034,65.68,499.8,1999,100.7,49.1
"3","08:25:04","20220405","Bernie","BNL21692","YES",3,289,1.66,21.17,26,403.93,399.94,16.027,16.972,67.75,499.9,1999,100.7,48.1
"4","08:27:05","20220405","Bernie","BNL21692","NO",2.89,291,1.64,21.12,25.85,403.64,399.8,16.022,16.937,67.85,499.8,2000,100.7,47.4
"5","08:29:43","20220405","Bernie","BNL21692","NO",2.56,302,1.63,22.17,25.79,403.57,400.13,15.998,16.896,63.49,499.9,1701,100.7,46.7
"6","08:31:44","20220405","Bernie","BNL21692","NO",2.56,300,1.65,22.98,25.89,403.66,400.22,15.963,16.856,60.31,499.9,1501,100.7,45.7
"7","08:33:45","20220405","Bernie","BNL21692","NO",2.41,300,1.68,23.27,26,403.16,399.91,15.94,16.806,59.05,499.9,1400,100.7,43.6
"8","08:35:46","20220405","Bernie","BNL21692","NO",2.25,303,1.67,23.73,25.92,402.88,399.84,15.924,16.754,57.29,499.8,1200,100.7,42
"9","08:37:47","20220405","Bernie","BNL21692","NO",2.19,303,1.67,24.3,25.87,402.92,399.96,15.9,16.701,55.17,499.8,1000,100.7,40.6
"10","08:39:48","20220405","Bernie","BNL21692","NO",2.02,306,1.68,24.98,25.91,402.97,400.24,15.886,16.652,52.83,499.9,801,100.7,38.6
"11","08:41:49","20220405","Bernie","BNL21692","NO",1.83,311,1.68,25.55,25.91,402.44,399.95,15.864,16.606,50.92,499.8,600,100.7,37.2
"12","08:43:50","20220405","Bernie","BNL21692","NO",1.71,312,1.69,26.09,25.9,402.66,400.33,15.856,16.56,49.16,499.8,399,100.7,35.2
"13","08:45:51","20220405","Bernie","BNL21692","NO",1.48,316,1.7,26.36,25.93,401.87,399.82,15.844,16.502,48.22,499.8,300,100.7,32.6
"14","08:47:52","20220405","Bernie","BNL21692","NO",1.34,318,1.71,26.69,25.94,401.92,400.06,15.829,16.443,47.14,499.8,199,100.7,30.3
"15","08:49:53","20220405","Bernie","BNL21692","NO",0.859,340,1.72,26.87,25.95,401.09,399.83,15.805,16.379,46.44,499.8,120,100.7,28.1
"16","08:51:54","20220405","Bernie","BNL21692","NO",0.533,355,1.72,26.91,25.95,401.29,400.44,15.8,16.309,46.15,499.8,80,100.7,24.9
"17","08:53:55","20220405","Bernie","BNL21692","NO",0.204,374,1.72,26.92,25.94,400.46,400.03,15.795,16.25,45.94,499.8,50,100.7,22.2
"18","08:55:56","20220405","Bernie","BNL21692","NO",-0.0538,393,1.73,26.93,25.91,400.04,399.94,15.79,16.194,45.77,499.8,29,100.7,19.6
"19","08:57:57","20220405","Bernie","BNL21692","NO",-0.26,413,1.73,26.93,25.9,399.9,400.07,15.784,16.143,45.63,499.8,21,100.7,17.4
"20","08:59:58","20220405","Bernie","BNL21692","NO",-0.544,444,1.73,26.93,25.89,399.41,399.93,15.781,16.107,45.52,499.8,10,100.7,15.8
"21","09:01:59","20220405","Bernie","BNL21692","NO",-1.01,494,1.74,27.11,25.95,399.06,400.14,15.778,16.094,45.02,499.8,-2,100.7,15.2
"1","11:45:23","20220405","Bernie","BNL21696","YES",3.46,286,1.48,21.4,25.9,404.67,400.14,17.732,18.656,73.45,499.8,1999,100.6,53.1
"2","11:49:02","20220405","Bernie","BNL21696","YES",3.45,279,1.6,21.89,26.55,404.7,400.17,17.802,18.749,71.52,499.8,1999,100.6,50.2
"3","11:51:03","20220405","Bernie","BNL21696","YES",3.44,280,1.5,21.28,26.04,404.54,400.05,17.85,18.732,74.22,499.8,1999,100.6,50
"4","11:53:04","20220405","Bernie","BNL21696","NO",3.33,283,1.48,21.31,25.96,404.44,400.09,17.884,18.753,74.17,499.9,2000,100.6,49.8
"5","11:55:32","20220405","Bernie","BNL21696","NO",3.13,291,1.44,22.13,25.77,404.01,399.9,17.914,18.775,70.66,499.8,1701,100.6,50.8
"6","11:57:33","20220405","Bernie","BNL21696","NO",2.98,295,1.45,22.78,25.84,403.91,399.98,17.926,18.782,67.94,499.8,1501,100.6,50
"7","11:59:34","20220405","Bernie","BNL21696","NO",2.89,296,1.47,23.24,25.95,403.86,400.05,17.931,18.782,66.04,499.9,1399,100.6,48.9
"8","12:01:35","20220405","Bernie","BNL21696","NO",2.82,295,1.47,23.67,25.91,403.81,400.08,17.922,18.746,64.23,499.8,1200,100.6,47.5
"9","12:03:36","20220405","Bernie","BNL21696","NO",2.61,299,1.47,24.26,25.89,403.45,399.99,17.92,18.716,61.9,499.8,1001,100.6,46
"10","12:05:37","20220405","Bernie","BNL21696","NO",2.45,300,1.47,24.9,25.9,403.34,400.1,17.931,18.687,59.49,499.8,800,100.6,43.4
"11","12:07:38","20220405","Bernie","BNL21696","NO",2.25,299,1.48,25.42,25.91,402.95,399.97,17.957,18.65,57.58,499.9,600,100.6,39.6
"12","12:09:39","20220405","Bernie","BNL21696","NO",1.81,308,1.49,26.01,25.92,402.76,400.33,17.971,18.59,55.39,499.8,401,100.6,35
"13","12:11:40","20220405","Bernie","BNL21696","NO",1.72,298,1.5,26.19,25.94,402.37,400.09,17.986,18.519,54.59,499.8,299,100.6,29.9
"14","12:13:41","20220405","Bernie","BNL21696","NO",1.35,304,1.5,26.41,25.93,401.63,399.83,18.007,18.456,53.7,499.8,200,100.6,25.1
"15","12:15:42","20220405","Bernie","BNL21696","NO",1.05,312,1.51,26.64,25.96,401.35,399.94,18.037,18.425,52.9,499.8,119,100.6,21.5
"16","12:17:43","20220405","Bernie","BNL21696","NO",0.657,334,1.52,26.69,26.01,401,400.07,18.077,18.412,52.7,499.8,80,100.6,18.4
"17","12:19:44","20220405","Bernie","BNL21696","NO",0.357,354,1.52,26.7,25.97,400.46,399.91,18.123,18.406,52.67,499.8,50,100.6,15.6
"18","12:21:45","20220405","Bernie","BNL21696","NO",-0.269,422,1.51,26.7,25.94,399.9,400.13,18.157,18.397,52.64,499.8,31,100.6,13.3
"19","12:23:46","20220405","Bernie","BNL21696","NO",-0.292,430,1.5,26.69,25.9,399.85,400.11,18.188,18.398,52.67,499.8,21,100.6,11.7
"20","12:25:47","20220405","Bernie","BNL21696","NO",-0.447,460,1.5,26.69,25.89,399.67,400.14,18.221,18.403,52.68,499.8,10,100.6,10.1
"21","12:27:48","20220405","Bernie","BNL21696","NO",-0.85,528,1.51,26.9,25.95,399.15,400.1,18.241,18.419,52.05,499.8,-2,100.6,9.82
"22","12:28:29","20220405","Bernie","BNL21696","YES",-0.416,454,1.93,26.9,27.98,399.42,399.83,18.251,18.481,52.2,499.8,1821,100.6,9.9
"1","09:12:43","20220405","Derek","BNL21693","YES",3.01,330,1.28,23.48,25.89,404.8,400.71,19.371,20.532,71.28,500.4,1999,100.7,77.8
"2","09:16:58","20220405","Derek","BNL21693","YES",2.94,330,1.32,23.47,26.11,404.22,400.21,19.448,20.641,71.66,500.4,2000,100.7,77.8
"3","09:19:19","20220405","Derek","BNL21693","YES",3.01,332,1.29,23.53,25.98,404.25,400.15,19.46,20.672,71.55,500.4,2000,100.7,81.1
"4","09:21:39","20220405","Derek","BNL21693","NO",3.1,330,1.27,23.48,25.89,404.01,399.79,19.465,20.681,71.76,500.4,2000,100.7,82.5
"5","09:24:05","20220405","Derek","BNL21693","NO",3.03,333,1.27,24.23,25.9,404.16,400.02,19.466,20.698,68.67,500.4,1701,100.7,83.7
"6","09:26:25","20220405","Derek","BNL21693","NO",2.92,334,1.29,24.61,25.98,404.37,400.37,19.462,20.677,67.05,500.4,1500,100.7,81.2
"7","09:28:26","20220405","Derek","BNL21693","NO",2.97,331,1.29,24.66,25.97,403.9,399.85,19.461,20.651,66.76,500.4,1400,100.7,79.6
"8","09:30:27","20220405","Derek","BNL21693","NO",2.53,339,1.28,25,25.92,403.37,399.87,19.464,20.629,65.34,500.4,1201,100.7,78.3
"9","09:32:28","20220405","Derek","BNL21693","NO",2.63,337,1.28,25.41,25.93,403.72,400.09,19.463,20.618,63.76,500.4,1001,100.7,77.4
"10","09:34:38","20220405","Derek","BNL21693","NO",2.71,333,1.29,25.71,25.92,403.79,400.09,19.466,20.584,62.51,500.4,800,100.7,74.7
"11","09:36:40","20220405","Derek","BNL21693","NO",2.52,336,1.29,26.09,25.95,403.62,400.14,19.462,20.572,61.09,500.4,599,100.7,73.8
"12","09:39:00","20220405","Derek","BNL21693","NO",2.36,338,1.29,26.37,25.94,403.33,400.05,19.451,20.528,59.94,500.4,401,100.7,71.4
"13","09:41:01","20220405","Derek","BNL21693","NO",2.19,341,1.3,26.48,25.93,403.05,399.99,19.431,20.486,59.44,500.4,299,100.7,69.7
"14","09:43:39","20220405","Derek","BNL21693","NO",1.83,347,1.31,26.66,25.95,402.59,399.98,19.412,20.431,58.65,500.4,199,100.7,66.7
"15","09:45:40","20220405","Derek","BNL21693","NO",1.15,363,1.31,26.8,25.96,401.96,400.18,19.402,20.392,58.06,500.4,119,100.7,64.5
"16","09:47:42","20220405","Derek","BNL21693","NO",0.765,372,1.31,26.82,25.95,401.32,400.02,19.402,20.356,57.9,500.4,79,100.7,62.1
"17","09:49:43","20220405","Derek","BNL21693","NO",0.307,383,1.31,26.82,25.93,400.82,400.08,19.413,20.32,57.79,500.4,49,100.7,58.9
"18","09:51:44","20220405","Derek","BNL21693","NO",-0.0449,393,1.31,26.82,25.92,400.11,399.81,19.43,20.298,57.71,500.4,31,100.7,56.3
"19","09:53:45","20220405","Derek","BNL21693","NO",-0.0544,393,1.32,26.82,25.92,400.37,400.1,19.448,20.277,57.65,500.4,21,100.7,53.6
"20","09:55:46","20220405","Derek","BNL21693","NO",-0.299,401,1.32,26.82,25.9,400.02,400.06,19.465,20.25,57.58,500.4,10,100.7,50.8
"21","09:57:47","20220405","Derek","BNL21693","NO",-0.44,406,1.32,26.84,25.91,399.68,399.9,19.478,20.223,57.45,500.4,1,100.7,48
"22","10:01:03","20220405","Derek","BNL21693","YES",2.91,284,1.38,23.27,26.23,403.58,399.81,19.542,20.25,71.12,500.4,1999,100.7,43.5
"1","13:29:21","20220405","Derek","BNL21699","YES",3.58,341,1.16,23.84,25.92,405.38,400.47,20.381,21.889,74.15,500.4,2000,100.5,113
"2","13:33:06","20220405","Derek","BNL21699","YES",3.51,340,1.22,24.08,26.21,404.8,399.97,20.341,21.88,73.07,500.4,1999,100.5,110
"3","13:35:07","20220405","Derek","BNL21699","YES",3.49,340,1.19,23.85,26.02,404.77,399.97,20.325,21.823,73.87,500.4,2000,100.5,110
"4","13:37:08","20220405","Derek","BNL21699","NO",3.53,340,1.17,23.81,25.94,404.79,399.95,20.306,21.796,73.97,500.4,2000,100.5,111
"5","13:39:09","20220405","Derek","BNL21699","NO",3.12,344,1.17,24.4,25.9,404.19,399.86,20.284,21.731,71.17,500.4,1700,100.5,107
"6","13:41:10","20220405","Derek","BNL21699","NO",2.92,346,1.18,24.71,25.92,404.23,400.16,20.269,21.672,69.69,500.4,1501,100.5,103
"7","13:43:11","20220405","Derek","BNL21699","NO",3.02,343,1.19,24.87,25.94,404.25,400.07,20.263,21.634,68.9,500.4,1401,100.5,99.8
"8","13:45:12","20220405","Derek","BNL21699","NO",2.91,343,1.19,25.22,25.92,403.99,399.96,20.253,21.577,67.28,500.4,1201,100.4,96
"9","13:47:15","20220405","Derek","BNL21699","NO",2.74,344,1.19,25.48,25.9,403.97,400.16,20.242,21.513,66.03,500.4,1000,100.4,91.8
"10","13:49:16","20220405","Derek","BNL21699","NO",2.62,344,1.2,25.88,25.92,403.73,400.09,20.227,21.461,64.35,500.4,800,100.4,88.3
"11","13:51:17","20220405","Derek","BNL21699","NO",2.4,345,1.22,26.15,25.94,403.4,400.04,20.206,21.388,63.11,500.4,599,100.4,83.6
"12","13:53:18","20220405","Derek","BNL21699","NO",2.32,345,1.22,26.4,25.92,403.39,400.15,20.193,21.322,61.99,500.4,400,100.4,79.6
"13","13:55:29","20220405","Derek","BNL21699","NO",2.05,348,1.23,26.52,25.94,402.99,400.09,20.189,21.276,61.42,500.4,299,100.4,75.9
"14","13:57:30","20220405","Derek","BNL21699","NO",1.62,355,1.23,26.58,25.91,402.4,400.04,20.191,21.209,60.99,500.4,200,100.4,71
"15","13:59:31","20220405","Derek","BNL21699","NO",1.12,364,1.23,26.74,25.92,401.56,399.82,20.204,21.159,60.28,500.4,119,100.4,66.1
"16","14:01:32","20220405","Derek","BNL21699","NO",0.565,377,1.24,26.76,25.92,401.28,400.23,20.228,21.127,60.11,500.4,79,100.4,61.9
"17","14:03:37","20220405","Derek","BNL21699","NO",0.0591,390,1.25,26.77,25.93,400.49,400.09,20.25,21.059,59.9,500.4,49,100.4,55.3
"18","14:05:38","20220405","Derek","BNL21699","NO",-0.453,407,1.25,26.77,25.93,399.72,399.96,20.268,20.994,59.71,500.4,29,100.4,49.2
"19","14:08:31","20220405","Derek","BNL21699","NO",-0.185,399,1.27,26.79,25.96,399.95,399.92,20.278,20.897,59.37,500.4,19,100.4,41.3
"20","14:10:32","20220405","Derek","BNL21699","NO",-0.427,411,1.27,26.79,25.96,399.69,399.98,20.302,20.835,59.18,500.4,10,100.4,35.3
"21","14:12:33","20220405","Derek","BNL21699","NO",-0.764,433,1.28,26.8,25.96,399.39,400.12,20.319,20.771,58.94,500.4,1,100.4,29.7
"22","14:15:20","20220405","Derek","BNL21699","YES",1.58,211,1.36,23.43,26.27,402.23,400.24,20.375,20.602,71.43,500.4,2000,100.4,13.9
"1","08:54:47","20220301","Lindsey","BNL20408","YES",2.98701339768503,310.822362667022,0.973684005659993,24.8568,24.9885,403.239,400.027,21.224,21.7758,69.9039400899744,600.133,2000.06,101.105,57.7033251883069
"2","08:55:48","20220301","Lindsey","BNL20408","YES",3.16895571096771,303.752361976432,0.973866441177252,24.86,25.0105,403.413,400.024,21.2722,21.8117,70.0170636305473,600.11,2000.02,101.121,56.4012907030888
"3","08:56:49","20220301","Lindsey","BNL20408","NO",3.21173601024485,304.238770942491,0.969955567047306,24.8611,24.9988,403.472,400.037,21.2808,21.8281,70.0661346897232,600.105,2000.03,101.122,57.4613457451565
"4","08:57:49","20220301","Lindsey","BNL20408","NO",3.19374579735099,312.889530618465,0.965439535701353,24.9651,24.9885,403.492,400.054,21.2561,21.8553,69.7135680185602,600.153,1700.09,101.114,63.2747622341628
"5","08:58:50","20220301","Lindsey","BNL20408","NO",3.18668165639397,248.823310070941,0.958202488208387,25.1405,25.0254,403.362,400.041,21.6653,21.9967,69.4325897906811,600.233,1399.89,101.11,35.0786307365344
"6","08:59:50","20220301","Lindsey","BNL20408","NO",2.96258521126009,319.72917430456,0.919942130356707,25.152,24.9545,403.233,400.036,21.6668,22.2432,70.1588139434042,600.286,1200.05,101.105,63.905047005812
"7","09:00:51","20220301","Lindsey","BNL20408","NO",3.13686714860309,271.986413255804,0.939095653954427,25.2913,25.0249,403.247,399.956,21.8048,22.1851,69.3997894650999,600.272,999.943,101.108,41.1254937189522
"8","09:01:51","20220301","Lindsey","BNL20408","NO",3.0811529647302,309.205136662856,0.909218145708861,25.302,24.9724,403.318,400.026,21.8599,22.3786,69.9711220799063,600.272,800.253,101.123,58.1369922162937
"9","09:02:52","20220301","Lindsey","BNL20408","NO",3.06490733929021,268.806330538872,0.919498976504034,25.4345,25.0244,403.259,400.05,22.0195,22.3735,69.4090806070912,600.15,599.969,101.127,39.086171392541
"10","09:03:52","20220301","Lindsey","BNL20408","NO",2.78388094681103,327.411773403616,0.88270968972555,25.4156,24.9597,403.048,400.028,22.0392,22.6169,70.2396719387206,600.07,399.839,101.122,66.7894470582725
